symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
VALE3,OP,Call,55.47,-11000,16.28960037,BRL,1,1/21/2022
ABEV,OP,Call,16.25,-32700,0.680297852,BRL,1,1/21/2022
VALE3,OP,Put,56.47,1500,0.638092875,BRL,1,1/21/2022
ELET3,OP,Call,40.05,500,0.044583384,BRL,1,12/17/2021
MGLU3,OP,Call,9.09,-374700,0.08028952,BRL,1,12/17/2021
BOVV,OP,Put,100,10000,1.842865586,BRL,1,12/17/2021
VIVT3,OP,Put,50,18000,1.616192698,BRL,1,1/21/2022
CYRE3,OP,Call,14.91,22200,0.228761777,BRL,1,12/17/2021
VALE3,OP,Put,65.21,15400,4.359113216,BRL,1,7/15/2022
BRKM5,OP,Put,57,11700,4.594167709,BRL,1,12/17/2021
VIIA3,OP,Call,9,-72300,0.030478038,BRL,1,1/21/2022
CSNA,OP,Put,25.73,1200,3.952587605,BRL,1,12/17/2021
VALE3,OP,Call,84.47,-24900,0.668735802,BRL,1,1/21/2022
MULT3,ST,,,80604,19.23500061,BRL,1,
MGLU3,OP,Call,11.74,-16800,0.016459141,BRL,1,12/17/2021
CIEL3,OP,Put,2.96,400,0.929512858,BRL,1,12/17/2021
VALE3,OP,Put,65.97,40100,2.234739304,BRL,1,1/21/2022
VIIA3,OP,Put,7,-222200,1.765042901,BRL,1,12/17/2021
VALE3,OP,Put,50.47,-17600,0.07366205,BRL,1,12/17/2021
VIIA3,OP,Put,12.5,32600,7.212390423,BRL,1,12/17/2021
PCAR3,ST,,,216162,21.96999931,BRL,1,
MULT3,OP,Call,19.5,-37400,0.71892792,BRL,1,12/17/2021
BBAS,OP,Put,27.62,-16200,0.136573732,BRL,1,12/17/2021
CSNA,OP,Call,20.23,87300,2.141938448,BRL,1,12/17/2021
BBDC3,OP,Call,18.61,2400,0.103545085,BRL,1,12/17/2021
LAME4,OP,Call,5.8,-43500,0.326553226,BRL,1,1/21/2022
BBSE,OP,Put,21.48,-94600,1.033733845,BRL,1,12/17/2021
BBSE,OP,Put,25.98,200,5.325249195,BRL,1,12/17/2021
BBAS,OP,Call,37.12,-11200,0.044191606,BRL,1,12/17/2021
ELET6,OP,Put,32.5,-6000,1.202040434,BRL,1,12/17/2021
VALE3,OP,Put,74.97,-81500,5.178727627,BRL,1,12/17/2021
PETR4,OP,Call,26.6,-1400,3.87402153,BRL,1,1/21/2022
BRKM5,OP,Call,76,100,0.013685247,BRL,1,12/17/2021
VIIA3,OP,Call,11.75,-19400,,BRL,1,12/17/2021
BRKM5,OP,Call,51,3600,5.457544804,BRL,1,1/21/2022
EMBR3,OP,Put,21,11600,3.164161444,BRL,1,1/21/2022
VIIA3,OP,Call,12.25,-300,0.011382599,BRL,1,1/21/2022
VALE3,OP,Call,92.47,-153700,0.218678519,BRL,1,1/21/2022
BBAS,OP,Call,29.21,51400,3.420051336,BRL,1,1/21/2022
MRFG,OP,Put,26.1,64000,4.119522095,BRL,1,12/17/2021
BBAS,OP,Put,26.37,-37700,0.080269113,BRL,1,12/17/2021
EQTL,OP,Put,25,25600,2.238653421,BRL,1,1/21/2022
ITUB4,OP,Call,27.66,-2100,0.00708973,BRL,1,12/17/2021
BRAP4,OP,Call,49,37500,3.702225685,BRL,1,1/21/2022
JBSS3,OP,Call,41.48,10000,0.031774767,BRL,1,12/17/2021
VALE3,OP,Put,62.11,-51100,2.674354792,BRL,1,4/14/2022
VIIA3,OP,Put,6.4,-45900,1.196905732,BRL,1,12/17/2021
ABEV,OP,Put,18.57,-12300,2.594242811,BRL,1,12/17/2021
BBAS,OP,Put,26.21,9900,0.255309194,BRL,1,1/21/2022
VALE3,OP,Put,84.97,100,14.04441738,BRL,1,1/21/2022
VIIA3,OP,Put,11.75,1300,6.383533478,BRL,1,1/21/2022
B3SA3,OP,Call,19.1,-100,0.003443277,BRL,1,1/21/2022
ABEV,OP,Put,12.07,-1800,0.004090025,BRL,1,12/17/2021
BBDC4,OP,Call,25.32,12840,0.007372081,BRL,1,12/17/2021
MGLU3,OP,Call,12.99,196100,0.008694533,BRL,1,12/17/2021
EQTL,OP,Put,23.5,15600,1.258623481,BRL,1,1/21/2022
JBSS3,OP,Put,32.73,-1000,0.614261568,BRL,1,12/17/2021
MGLU3,OP,Call,10.24,150600,0.035563778,BRL,1,12/17/2021
MGLU3,OP,Put,5.89,-19800,0.146020263,BRL,1,12/17/2021
UGPA3,OP,Call,13.8,15600,0.698524952,BRL,1,12/17/2021
YDUQ3,OP,Put,22.5,10000,2.024320841,BRL,1,1/21/2022
BRDT3,OP,Put,25.22,-20000,3.88846755,BRL,1,12/17/2021
MRFG,OP,Put,28.1,30000,6.062250137,BRL,1,12/17/2021
PETR4,OP,Call,8.49,35600,21.06319809,BRL,1,12/17/2021
VIIA3,OP,Call,6.4,-60400,0.197614357,BRL,1,1/21/2022
VIIA3,OP,Put,6.3,-19700,1.106257796,BRL,1,12/17/2021
BBDC4,OP,Put,26,24290,5.900634766,BRL,1,12/17/2021
VALE3,OP,Call,31.47,500,39.16252518,BRL,1,12/17/2021
CYRE3,OP,Put,17.91,-24700,4.515229702,BRL,1,12/17/2021
BBDC4,OP,Put,21.91,-10700,2.083390951,BRL,1,1/21/2022
VALE3,OP,Call,53.21,-10500,22.90104485,BRL,1,8/19/2022
VIIA3,OP,Call,10,35100,0.020306438,BRL,1,1/21/2022
BRDT3,OP,Call,22.22,23200,0.396722853,BRL,1,12/17/2021
PETR4,OP,Put,27.6,67800,1.997462988,BRL,1,7/15/2022
YDUQ3,OP,Call,23.5,-80900,0.588475227,BRL,1,12/17/2021
BRFS3,OP,Call,26,-47900,0.008597286,BRL,1,12/17/2021
KLBN11,OP,Call,22.65,-3100,2.334271193,BRL,1,1/21/2022
PETR4,OP,Put,30.49,38000,1.53168118,BRL,1,12/17/2021
GGBR4,OP,Put,25.03,76100,1.016364932,BRL,1,1/21/2022
ELET6,OP,Call,40.5,-17000,0.012834421,BRL,1,12/17/2021
PETR4,OP,Call,28.24,-1600,1.974480033,BRL,1,12/17/2021
VALE3,OP,Put,97.47,30200,26.61150932,BRL,1,12/17/2021
VIIA3,OP,Put,19,21100,13.53523159,BRL,1,1/21/2022
ABEV,OP,Put,17.82,-401200,1.866447568,BRL,1,12/17/2021
VIIA3,OP,Put,6,-43700,0.847732306,BRL,1,12/17/2021
HYPE3,OP,Call,31.22,16500,0.052221924,BRL,1,12/17/2021
PCAR3,OP,Put,23.5,18000,2.123552799,BRL,1,1/21/2022
PETR4,OP,Call,22.49,700,7.196704865,BRL,1,12/17/2021
BOVA,OP,Call,118,-37067,0.157099262,BRL,1,1/21/2022
BRAP4,OP,Put,51,6400,2.971238852,BRL,1,1/21/2022
BBSE,OP,Put,21.73,5000,1.233158827,BRL,1,12/17/2021
BRKM5,OP,Call,60,13000,0.422700435,BRL,1,12/17/2021
YDUQ3,OP,Put,24,17700,2.385673761,BRL,1,12/17/2021
QQQ,OP,Call,408,-180,1.694687247,USD,100,12/17/2021
GGBR4,OP,Put,26.03,48600,1.391998172,BRL,1,1/21/2022
ABEV,OP,Call,19,-283200,0.072650194,BRL,1,1/21/2022
BRFS3,OP,Put,22.5,-78400,3.256185293,BRL,1,12/17/2021
BBDC4,OP,Put,26.91,84120,6.805633068,BRL,1,12/17/2021
VALE3,OP,Call,85.47,-3400,0.575389445,BRL,1,1/21/2022
ITSA4,OP,Put,9.54,-466200,0.261190325,BRL,1,1/21/2022
VIVT3,OP,Call,54,200,0.409136593,BRL,1,1/21/2022
RADL3,OP,Call,24.4,4000,0.342912257,BRL,1,1/21/2022
VALE3,OP,Put,96.47,22700,25.61744499,BRL,1,12/17/2021
ABEV,OP,Call,15.57,-331900,0.682788551,BRL,1,12/17/2021
PCAR3,OP,Put,38.25,400,16.12961006,BRL,1,12/17/2021
VALE3,OP,Call,75.47,-15400,2.576687098,BRL,1,1/21/2022
ITUB4,OP,Put,23.91,2400,1.603433847,BRL,1,12/17/2021
SPY,OP,Put,350,-1000,1.65456605,USD,100,1/21/2022
BRKM5,ST,,,86092,53.23500061,BRL,1,
B3SA3,OP,Put,7.98,-54300,0.021669187,BRL,1,12/17/2021
BBAS,OP,Call,33.71,-34100,0.946409225,BRL,1,1/21/2022
BBDC4,OP,Call,16.68,3500,3.439076662,BRL,1,12/17/2021
BRDT3,OP,Call,29.72,900,0.009993029,BRL,1,12/17/2021
ITUB4,OP,Put,27.91,46700,5.430238724,BRL,1,12/17/2021
PETR4,OP,Call,24.1,700,6.021430016,BRL,1,1/21/2022
VALE3,OP,Call,73.47,-38300,3.339946747,BRL,1,1/21/2022
BRAP4,OP,Call,51.66,-12500,1.192996025,BRL,1,12/17/2021
BRML3,OP,Call,9,-3100,0.06156636,BRL,1,12/17/2021
BBAS,OP,Call,28.71,73900,3.802562237,BRL,1,1/21/2022
VIIA3,OP,Put,5.32,-38400,0.616759658,BRL,1,2/18/2022
JBSS3,OP,Call,44.98,-9400,0.010048437,BRL,1,12/17/2021
PETR4,OP,Call,36.85,300,0.317120314,BRL,1,2/18/2022
MGLU3,OP,Call,8.69,-35900,0.108509183,BRL,1,12/17/2021
ITUB4,OP,Call,24.16,-181100,0.124375634,BRL,1,12/17/2021
B3SA3,OP,Call,14.82,-100,0.091460727,BRL,1,2/18/2022
LAME4,OP,Call,6.4,4500,0.185935959,BRL,1,1/21/2022
VALE3,OP,Put,68.61,500,4.774883747,BRL,1,4/14/2022
ABEV,OP,Call,16.5,-92900,0.570936978,BRL,1,1/21/2022
VIVT3,OP,Call,47.88,5900,2.528360367,BRL,1,12/17/2021
VALE3,OP,Call,83.97,67900,0.724789977,BRL,1,1/21/2022
BRKM5,OP,Put,53,300,2.244139433,BRL,1,12/17/2021
EGIE3,OP,Call,41,5200,0.465726823,BRL,1,1/21/2022
PCAR3,OP,Put,25.5,3300,3.510364294,BRL,1,12/17/2021
BRFS3,OP,Put,22,37400,2.791323662,BRL,1,12/17/2021
PETR4,OP,Put,29.6,30000,2.735410929,BRL,1,7/15/2022
MGLU3,OP,Put,17.49,13500,10.42354393,BRL,1,12/17/2021
VALE3,OP,Put,108.47,600,37.55463791,BRL,1,12/17/2021
EMBR3,OP,Call,29,4000,0.016183536,BRL,1,12/17/2021
ITUB4,OP,Put,28.66,79400,6.175646782,BRL,1,12/17/2021
BBDC4,OP,Put,20.5,98490,1.197920561,BRL,1,1/21/2022
ITSA4,OP,Put,12.47,100,2.698119402,BRL,1,12/17/2021
VALE3,OP,Put,38.21,300,0.327723145,BRL,1,8/19/2022
SANB11,OP,Call,36.2,-33100,0.160577729,BRL,1,12/17/2021
ELET3,OP,Call,34.05,-4300,0.698738813,BRL,1,12/17/2021
USIM5,OP,Put,13.07,300,0.467824996,BRL,1,12/17/2021
ITUB4,OP,Put,23.74,41200,1.6310817,BRL,1,1/21/2022
BOVA,OP,Call,96,-9627,3.832458258,BRL,1,12/17/2021
USIM5,OP,Call,12.32,-9700,1.49758637,BRL,1,12/17/2021
BBAS,OP,Put,28.71,-83900,0.583802044,BRL,1,1/21/2022
GGBR4,OP,Put,25.9,29200,0.792861462,BRL,1,12/17/2021
BRFS3,OP,Call,25,-39300,0.0183428,BRL,1,12/17/2021
VALE3,OP,Put,88.61,30100,16.96151543,BRL,1,4/14/2022
PETR4,OP,Put,33.74,-8100,4.181537151,BRL,1,12/17/2021
BOVA,OP,Put,97,-3079,3.451423168,BRL,1,1/21/2022
PETR4,OP,Call,33.49,-55600,0.106592491,BRL,1,12/17/2021
PCAR3,OP,Put,20,-8800,0.246731311,BRL,1,12/17/2021
CSNA,OP,Call,30,100,0.167225167,BRL,1,1/21/2022
B3SA3,OP,Put,14.56,22300,3.37481451,BRL,1,12/17/2021
EQTL,OP,Put,24.53,-2100,1.757574677,BRL,1,12/17/2021
BRKM5,OP,Call,66,500,0.0593367,BRL,1,12/17/2021
EQTL,OP,Call,25,20000,0.385375023,BRL,1,1/21/2022
MGLU3,OP,Put,7.89,9800,1.224698067,BRL,1,1/21/2022
VIIA3,OP,Call,22,4600,0.006807775,BRL,1,7/15/2022
TAEE11,OP,Put,34.75,1400,0.243801519,BRL,1,12/17/2021
PETR4,OP,Put,33.1,32600,3.771530151,BRL,1,1/21/2022
VALE3,OP,Call,58.21,-6200,20.12719536,BRL,1,9/16/2022
MULT3,OP,Call,22,23300,0.10950201,BRL,1,12/17/2021
BBAS,OP,Put,25.37,3800,0.056399412,BRL,1,12/17/2021
GGBR4,OP,Call,29.9,400,0.114227854,BRL,1,12/17/2021
VALE3,OP,Put,99.47,181800,27.85775185,BRL,1,1/21/2022
MGLU3,OP,Call,16.99,1300,0.002870133,BRL,1,12/17/2021
VALE3,OP,Call,68.47,154100,5.924543858,BRL,1,1/21/2022
BOVA,OP,Call,125,-45485,0.06464453,BRL,1,1/21/2022
MGLU3,OP,Put,9.69,-31700,2.704627752,BRL,1,12/17/2021
VALE3,OP,Put,89.47,-35000,18.19092751,BRL,1,1/21/2022
VALE3,OP,Put,85.97,10400,15.20857716,BRL,1,12/17/2021
VALE3,OP,Call,109.61,49500,0.347760499,BRL,1,4/14/2022
VIIA3,OP,Put,4.1,115700,0.058860619,BRL,1,12/17/2021
MGLU3,OP,Call,12.49,174000,0.011613511,BRL,1,12/17/2021
GGBR4,OP,Call,26.9,87800,0.794596493,BRL,1,12/17/2021
YDUQ3,OP,Call,22,-71700,2.011682272,BRL,1,1/21/2022
VALE3,OP,Call,99.47,123500,0.106301345,BRL,1,1/21/2022
ABEV,OP,Put,17.07,2200,1.181444407,BRL,1,12/17/2021
VIIA3,OP,Put,16.5,20100,11.19588184,BRL,1,12/17/2021
PETR4,OP,Put,27.1,-2200,0.75239408,BRL,1,1/21/2022
BRDT3,OP,Put,23.72,-28600,2.46498394,BRL,1,12/17/2021
VIIA3,OP,Call,7.2,107000,0.024189135,BRL,1,12/17/2021
PETR4,OP,Call,23.85,12900,6.239814281,BRL,1,1/21/2022
VIIA3,OP,Put,17,12200,11.56122684,BRL,1,1/21/2022
MULT3,OP,Put,17.5,2000,0.232892781,BRL,1,12/17/2021
CSAN3,ST,,,-2906,21.33499908,BRL,1,
BBAS,OP,Call,29.12,98300,2.846672058,BRL,1,12/17/2021
MULT3,OP,Put,21.5,6500,2.578022957,BRL,1,1/21/2022
MGLU3,OP,Call,11.99,-40800,0.015852297,BRL,1,12/17/2021
BBAS,OP,Put,28.12,26000,0.173234522,BRL,1,12/17/2021
VIIA3,OP,Put,8.8,100600,3.536935091,BRL,1,12/17/2021
CSNA,OP,Put,22.75,-10000,2.172696352,BRL,1,1/21/2022
PETR4,OP,Call,25.6,8000,4.700621605,BRL,1,1/21/2022
ABEV,OP,Call,13.57,3100,3.706197739,BRL,1,7/15/2022
BBAS,OP,Put,23.37,-9100,0.031233452,BRL,1,12/17/2021
CSNA,OP,Put,26.23,-8300,4.416764259,BRL,1,12/17/2021
BBAS,OP,Call,32.12,246800,0.83659476,BRL,1,12/17/2021
BRDT3,OP,Call,22,-70200,1.043931127,BRL,1,1/21/2022
PCAR3,OP,Put,29.5,300,7.423436642,BRL,1,12/17/2021
MULT3,OP,Put,21,-29100,1.947567582,BRL,1,12/17/2021
EGIE3,OP,Put,39,20600,0.945991337,BRL,1,12/17/2021
PETR4,OP,Call,24.1,24900,6.021430016,BRL,1,1/21/2022
GGBR4,OP,Call,19.78,-5000,6.968225002,BRL,1,1/21/2022
BRFS3,OP,Put,22.25,-58000,3.12230134,BRL,1,1/21/2022
EMBR3,OP,Call,17,500,5.697172642,BRL,1,1/20/2023
ELET3,OP,Call,33.05,-5600,1.126983166,BRL,1,12/17/2021
PETR4,OP,Put,17.6,-200,0.182694286,BRL,1,3/18/2022
VIIA3,OP,Call,7.9,41700,0.013821166,BRL,1,12/17/2021
BBAS,OP,Put,28.62,-141700,0.222216085,BRL,1,12/17/2021
LAME4,OP,Call,6.8,2300,0.125784233,BRL,1,1/21/2022
VIIA3,OP,Call,5.6,70100,0.40908432,BRL,1,1/21/2022
EGIE3,OP,Call,40.5,2800,0.14747557,BRL,1,12/17/2021
HYPE3,OP,Put,28.72,-600,1.877477884,BRL,1,12/17/2021
KLBN11,OP,Put,22.9,71900,0.24950549,BRL,1,12/17/2021
GOAU4,OP,Call,8.51,-60000,2.38127017,BRL,1,12/17/2021
ITUB4,OP,Put,24.66,164600,2.257071495,BRL,1,12/17/2021
VALE3,OP,Call,63.47,10400,9.440822601,BRL,1,1/21/2022
YDUQ3,OP,Put,22,39600,1.145306945,BRL,1,12/17/2021
CSNA,OP,Call,24,-100,1.052391887,BRL,1,1/21/2022
VALE3,OP,Call,105.47,42500,0.011317887,BRL,1,12/17/2021
MGLU3,OP,Put,18.24,9400,11.01714325,BRL,1,1/21/2022
USIM5,OP,Put,16.32,-72600,2.802998066,BRL,1,12/17/2021
USIM5,OP,Call,15.07,-24900,0.197841242,BRL,1,12/17/2021
GOAU4,OP,Put,10.79,-4400,0.613421977,BRL,1,1/21/2022
JBSS3,OP,Put,29.98,-1100,0.498644829,BRL,1,1/21/2022
MGLU3,OP,Call,17.99,5200,0.002207554,BRL,1,12/17/2021
VIIA3,OP,Put,8,-83000,2.743994236,BRL,1,12/17/2021
B3SA3,OP,Put,10.31,-19200,0.169497609,BRL,1,12/17/2021
VALE3,OP,Put,105.47,-79500,33.75394058,BRL,1,1/21/2022
BRML3,OP,Call,6.8,2600,1.022312403,BRL,1,12/17/2021
UGPA3,OP,Call,13.8,8000,1.131627202,BRL,1,1/21/2022
EMBR3,OP,Call,20,80500,1.0331707,BRL,1,1/21/2022
VALE3,OP,Call,51.97,100,18.82676125,BRL,1,12/17/2021
GGBR4,ST,,,-71480,26.36500168,BRL,1,
PETR4,OP,Put,33.49,23000,3.947718382,BRL,1,12/17/2021
VALE3,OP,Call,65.47,30500,17.92525673,BRL,1,12/16/2022
ITUB4,OP,Put,27.24,216700,4.51785326,BRL,1,1/21/2022
VALE3,OP,Put,91.47,6600,20.0929184,BRL,1,1/21/2022
VALE3,OP,Put,88.47,-14100,17.25024223,BRL,1,1/21/2022
PCAR3,OP,Put,23,-2600,1.813636184,BRL,1,1/21/2022
JBSS3,OP,Call,38.48,5600,0.140630916,BRL,1,12/17/2021
EMBR3,OP,Call,21.5,-7700,0.195887506,BRL,1,12/17/2021
VIIA3,OP,Put,14,58400,8.601683617,BRL,1,1/21/2022
PETR4,OP,Put,22.24,29300,0.073902264,BRL,1,12/17/2021
MRFG,OP,Put,25.1,-49500,3.177443027,BRL,1,12/17/2021
EMBR3,OP,Call,22.5,-1500,0.449173599,BRL,1,1/21/2022
GGBR4,OP,Put,21.9,-200000,0.111884177,BRL,1,12/17/2021
BRKM5,OP,Call,49,6900,6.759163857,BRL,1,1/21/2022
BBSE,OP,Put,20,200,0.501490414,BRL,1,1/21/2022
VALE3,OP,Put,98.47,17500,27.60573578,BRL,1,12/17/2021
HYPE3,OP,Put,27,-5800,1.170889497,BRL,1,1/21/2022
USIM5,OP,Call,12.82,-131800,1.128149033,BRL,1,12/17/2021
GGBR4,OP,Put,24.28,25000,0.792419493,BRL,1,1/21/2022
KLBN11,ST,,,-86085,24.24499893,BRL,1,
VIIA3,OP,Put,11.75,500,6.465485573,BRL,1,12/17/2021
EMBR3,OP,Call,31,-200,0.010919192,BRL,1,12/17/2021
ITUB4,OP,Call,23.24,-49700,0.840839028,BRL,1,1/21/2022
SANB11,OP,Put,37.2,15000,4.359028339,BRL,1,12/17/2021
CSNA,OP,Call,19.5,5000,3.353947163,BRL,1,1/21/2022
BBAS,OP,Put,31.12,-13800,0.795466065,BRL,1,12/17/2021
VALE3,OP,Put,59.47,-6900,0.945497334,BRL,1,1/21/2022
VIIA3,OP,Put,14.25,7400,8.95516777,BRL,1,12/17/2021
HYPE3,OP,Call,27.72,9200,0.535103619,BRL,1,12/17/2021
BOVA,OP,Call,137,38239,0.028491603,BRL,1,1/21/2022
VALE3,OP,Call,104.47,-100,0.014102384,BRL,1,12/17/2021
HYPE3,OP,Put,27.5,100,1.41506052,BRL,1,1/21/2022
ITSA4,OP,Put,9.42,155200,0.107046716,BRL,1,12/17/2021
BRKM5,OP,Call,44,-100,9.598669052,BRL,1,12/17/2021
ABEV,OP,Call,15.5,2400,1.097892046,BRL,1,1/21/2022
ABEV,OP,Put,17.65,39300,1.820063353,BRL,1,2/18/2022
VIIA3,OP,Put,16.5,6100,11.06781769,BRL,1,1/21/2022
MGLU3,OP,Put,15.99,28600,8.931118965,BRL,1,12/17/2021
ELET3,OP,Put,38.05,11100,5.178123951,BRL,1,12/17/2021
PETR4,OP,Call,28.6,1000,3.756526947,BRL,1,4/14/2022
BBDC4,OP,Put,26.25,21800,6.149221897,BRL,1,12/17/2021
PETR4,OP,Call,28.49,-32200,1.78271687,BRL,1,12/17/2021
VALE3,OP,Call,67.97,119500,4.335292816,BRL,1,12/17/2021
YDUQ3,OP,Call,22.5,25600,1.77529037,BRL,1,1/21/2022
VIIA3,OP,Put,13.75,5100,8.457231522,BRL,1,12/17/2021
CSNA,OP,Call,34.23,200,0.009141943,BRL,1,12/17/2021
PETR4,OP,Call,32.99,420400,0.145211443,BRL,1,12/17/2021
PETR4,OP,Call,30.6,1100,2.691721439,BRL,1,4/14/2022
BBSE,OP,Put,19.48,-400,0.151188821,BRL,1,12/17/2021
CMIG4,OP,Call,15.5,30700,0.011071061,BRL,1,12/17/2021
ELET6,OP,Call,36,6000,0.159988895,BRL,1,12/17/2021
BRAP4,OP,Put,46,-19500,1.166130543,BRL,1,1/21/2022
VALE3,OP,Call,62.47,10200,8.791784286,BRL,1,12/17/2021
HYPE3,OP,Call,30.72,3500,0.070581041,BRL,1,12/17/2021
YDUQ3,OP,Put,24.5,-1500,2.772424936,BRL,1,12/17/2021
TAEE11,OP,Call,36.5,-7500,1.242426276,BRL,1,1/21/2022
PETR4,OP,Put,27.74,159400,0.46768567,BRL,1,12/17/2021
PCAR3,OP,Put,26,9500,3.989850998,BRL,1,12/17/2021
ITUB4,OP,Put,21.16,17000,0.234984472,BRL,1,12/17/2021
VALE3,OP,Put,28.21,75500,0.144120902,BRL,1,5/20/2022
BRKM5,OP,Call,78,-1000,0.012341373,BRL,1,12/17/2021
EMBR3,OP,Call,26.5,-100,0.028106235,BRL,1,12/17/2021
PETR4,OP,Call,31.49,-272300,0.377582878,BRL,1,12/17/2021
PETR4,OP,Call,24.74,-1600,5.048410416,BRL,1,12/17/2021
VALE3,OP,Put,107.47,-4700,35.7231369,BRL,1,1/21/2022
VIIA3,OP,Put,6.2,41700,1.125485778,BRL,1,1/21/2022
BRAP4,OP,Put,47.16,13500,0.759671211,BRL,1,12/17/2021
VALE3,OP,Call,77.97,-239200,0.456859291,BRL,1,12/17/2021
VIIA3,OP,Call,8.8,-158300,0.009100253,BRL,1,12/17/2021
ITSA4,OP,Put,14.72,3000,4.939416409,BRL,1,12/17/2021
CSNA,OP,Call,24.23,71400,0.331329823,BRL,1,12/17/2021
MULT3,OP,Call,25,-100,0.018187979,BRL,1,12/17/2021
ITUB4,OP,Call,26.24,42400,0.137296095,BRL,1,1/21/2022
VALE3,OP,Put,103.47,-19900,31.78640366,BRL,1,1/21/2022
ITUB4,OP,Call,22.74,-266700,1.079501629,BRL,1,1/21/2022
VALE3,OP,Call,75.97,-31800,0.774421453,BRL,1,12/17/2021
VIIA3,OP,Put,6.2,47600,1.018324137,BRL,1,12/17/2021
CYRE3,OP,Call,15.5,-41100,0.487119019,BRL,1,1/21/2022
BBAS,OP,Call,35.12,-8100,0.142352164,BRL,1,12/17/2021
RADL3,OP,Put,21.37,-500,0.398894966,BRL,1,12/17/2021
GGBR4,OP,Put,26.65,74100,1.132479072,BRL,1,12/17/2021
BBDC4,OP,Put,23.7,1000,3.559118509,BRL,1,1/21/2022
VIIA3,OP,Put,6.6,-99200,1.383216739,BRL,1,12/17/2021
PETR4,OP,Put,27.35,-4800,1.317580819,BRL,1,3/18/2022
VIIA3,OP,Call,9.9,38900,0.003906215,BRL,1,12/17/2021
PCAR3,OP,Call,38.25,-1800,0.001486377,BRL,1,12/17/2021
BBSE,OP,Call,25,-10100,0.039881032,BRL,1,1/21/2022
USIM5,OP,Put,13.96,-57700,1.285280824,BRL,1,1/21/2022
GGBR4,OP,Call,24.4,22900,2.384481907,BRL,1,12/17/2021
BRML3,OP,Call,7.8,4400,0.551635206,BRL,1,1/21/2022
MRFG,OP,Put,24,28100,2.434912682,BRL,1,1/21/2022
BRFS3,OP,Call,20.5,-4700,0.350598484,BRL,1,12/17/2021
PETR4,OP,Put,32.49,-6100,3.045624018,BRL,1,12/17/2021
BBAS,OP,Call,32.46,-2500,1.435278893,BRL,1,1/21/2022
B3SA3,OP,Call,14.06,-303600,0.01019739,BRL,1,12/17/2021
USIM5,OP,Call,16.82,38500,0.039082643,BRL,1,12/17/2021
BRML3,OP,Put,9.5,100,1.753935099,BRL,1,12/17/2021
B3SA3,OP,Call,16.31,-4200,,BRL,1,12/17/2021
LAME4,OP,Call,5.6,-100,0.392012924,BRL,1,1/21/2022
BRKM5,OP,Put,46.5,-8900,0.490118742,BRL,1,12/17/2021
EMBR3,OP,Put,26,500,7.613586426,BRL,1,12/17/2021
MRFG,OP,Call,28.6,12000,0.014696276,BRL,1,12/17/2021
VIVT3,OP,Put,42.38,200,0.047148768,BRL,1,12/17/2021
GGBR4,OP,Call,29.4,22800,0.16343756,BRL,1,12/17/2021
BBDC4,OP,Call,22.16,-500,0.386860847,BRL,1,1/21/2022
HYPE3,OP,Call,29.47,-49000,0.155579299,BRL,1,12/17/2021
BRML3,OP,Put,8.2,30000,0.739525318,BRL,1,1/21/2022
BRAP4,OP,Call,57.66,1300,0.122612737,BRL,1,12/17/2021
RADL3,OP,Put,22.4,-3900,1.171595812,BRL,1,1/21/2022
MGLU3,OP,Put,8.29,115600,1.410411716,BRL,1,12/17/2021
EQTL,OP,Call,24.53,29800,0.118527398,BRL,1,12/17/2021
BBSE,OP,Put,17.98,100,0.057907477,BRL,1,12/17/2021
VIIA3,OP,Put,10.5,1000,5.22359848,BRL,1,12/17/2021
VIIA3,ST,,,-59100,5.25,BRL,1,
BBDC4,OP,Put,30.77,3030,10.64748955,BRL,1,12/17/2021
CSNA,OP,Call,22.5,-12000,1.611279011,BRL,1,1/21/2022
BRKM5,OP,Call,52,1200,4.871310711,BRL,1,1/21/2022
BRKM5,OP,Call,51,-10400,3.84614253,BRL,1,12/17/2021
PCAR3,OP,Call,23.5,-35400,0.866600096,BRL,1,1/21/2022
BBAS,OP,Put,27.96,900,0.451906145,BRL,1,1/21/2022
ITUB4,OP,Put,20.74,60000,0.410808504,BRL,1,1/21/2022
VALE3,OP,Put,118.47,35900,47.51343536,BRL,1,12/17/2021
EGIE3,OP,Call,37.5,-100,1.470228434,BRL,1,12/17/2021
BRKM5,OP,Put,54,65000,2.726607323,BRL,1,12/17/2021
BBAS,ST,,,4100,31.57500076,BRL,1,
PETR4,OP,Call,27.35,1200,4.164548874,BRL,1,3/18/2022
LAME4,OP,Call,5.5,17100,0.215266883,BRL,1,12/17/2021
BBDC4,OP,Put,18.95,-56920,0.265917867,BRL,1,12/17/2021
ELET3,OP,Call,40.55,900,0.037712049,BRL,1,12/17/2021
CIEL3,OP,Call,2.26,-283700,0.097128846,BRL,1,1/21/2022
GGBR4,OP,Put,23.78,-23300,0.6678617,BRL,1,1/21/2022
BRDT3,OP,Put,24.72,20200,3.402525902,BRL,1,12/17/2021
VIIA3,OP,Put,6.5,-68900,1.289974332,BRL,1,12/17/2021
VALE3,OP,Call,80.47,236800,1.23526895,BRL,1,1/21/2022
USIM5,OP,Put,15.32,51000,1.902938962,BRL,1,12/17/2021
MGLU3,OP,Call,7.89,600,0.223214373,BRL,1,12/17/2021
